GEOID,Pop_1E,Pov_1E,PovU_1E,HU_1E,HUOcc_1E,HURent_1E,LEP_1E,Age65pl_1E,Dis_1E,NTVBorn_1E,FBorn_1E
36005000410,3398,1131,3398,1129,1016,773,396,444,272,2525,1240
36085000411,2314,402,2314,759,683,677,246,195,245,1357,643
36047000412,2410,382,2410,1294,1164,888,366,320,303,1018,1284
36081000413,2305,596,2305,1346,1211,706,359,266,194,1102,1283
36061000414,2657,705,2657,904,813,444,141,360,288,1168,1481
36005000415,7593,2605,7593,4187,3768,2480,397,975,1056,4718,2969
36005000416,3180,225,3180,1653,1487,1370,309,577,428,1416,1621
36061000417,2854,564,2854,962,865,749,411,377,378,2076,1114
36081000418,1676,115,1676,616,554,504,207,299,224,967,567
36061000419,5508,770,5508,1782,1603,815,518,1298,368,3834,1984
36085000420,5441,786,5441,2158,1942,1717,663,1214,633,3480,2157
36081000421,2754,447,2754,1130,1017,739,230,667,316,2027,1201
36061000422,5514,830,5514,2774,2496,1534,388,759,425,2924,1902
36081000423,7589,2073,7589,4358,3922,2284,750,1255,1137,4273,3849
36005000424,1212,143,1212,495,445,384,127,287,78,591,443
36061000425,2730,660,2730,1387,1248,580,169,624,406,1304,1361
36085000426,5342,640,5342,1644,1479,1446,441,939,283,2617,1659
36061000427,1047,113,1047,352,316,193,111,86,80,725,274
36085000428,4492,785,4492,1450,1305,1304,459,386,272,2635,1250
36047000429,2350,329,2350,908,817,683,275,348,210,1411,498
36061000430,2795,524,2795,1613,1451,893,250,522,188,1507,1593
36047000431,4078,455,4078,1643,1478,1021,558,949,523,2646,884
36085000432,7124,1108,7124,3256,2930,1806,871,1472,485,5674,3703
36061000433,3053,251,3053,1472,1324,692,322,562,412,1266,1732
36047000434,4917,1307,4917,2290,2061,1431,431,630,478,2122,1169
36061000435,2717,670,2717,1108,997,848,427,433,299,1328,746
36081000436,5028,1639,5028,2452,2206,1774,434,1143,273,2956,1919
36085000437,4078,885,4078,1330,1197,1135,368,995,568,2683,1867
36061000438,7926,2748,7926,3561,3204,2255,921,689,1082,5189,4371
36081000439,1092,169,1092,467,420,410,75,211,60,768,261
36081000440,2468,629,2468,1167,1050,904,389,243,292,1241,1272
36085000441,7709,912,7709,3153,2837,1951,957,1074,861,4048,2501
36085000442,5638,1635,5638,2995,2695,1550,348,1286,645,3142,1990
36081000443,4441,1245,4441,1857,1671,790,359,783,607,3165,1258
36061000444,4647,395,4647,1571,1413,881,482,528,466,1868,1865
36061000445,3826,224,3826,1335,1201,578,422,401,342,2964,1397
36005000446,1309,361,1309,651,585,460,73,268,195,955,588
36047000447,6872,2251,6872,2953,2657,1189,965,1153,483,4246,3336
36085000448,7804,633,7804,3750,3375,3358,768,1323,917,3543,4022
36081000449,4532,752,4532,2256,2030,1816,586,992,309,3212,2252
36085000450,5789,1774,5789,3069,2762,1559,883,1067,455,4321,3077
36005000451,5556,1282,5556,3001,2700,1409,527,487,680,3162,1473
36081000452,1837,157,1837,1084,975,542,134,289,164,822,762
36061000453,3041,240,3041,944,849,546,168,692,175,2241,678
36047000454,2314,717,2314,1024,921,761,349,270,202,1459,1335
36047000455,7501,1599,7501,3179,2861,1828,903,1130,1095,5663,3109
36061000456,5116,695,5116,2611,2349,1205,699,477,317,3160,1778
36081000457,7215,550,7215,3834,3450,2964,322,1756,1045,4085,4196
36005000458,5894,309,5894,2167,1950,920,289,715,440,4008,3020
36081000459,6453,613,6453,3545,3190,2272,617,1573,545,3451,1293
36061000460,4836,892,4836,2688,2419,1498,200,511,661,2777,1645
36085000461,6195,1303,6195,2044,1839,1787,284,1044,884,2757,1744
36085000462,7175,853,7175,3111,2799,2068,943,1170,901,3278,3711
36081000463,4257,1271,4257,1442,1297,1106,510,739,223,2310,1005
36085000464,3191,863,3191,1750,1575,1274,355,710,462,2257,985
36047000465,1881,118,1881,610,549,296,152,352,127,771,841
36085000466,3923,470,3923,2322,2089,1921,378,440,477,2802,2205
36005000467,5082,1322,5082,1995,1795,1047,812,571,634,2128,2218
36005000468,2108,708,2108,646,581,508,310,221,316,1443,736
36061000469,3821,209,3821,1785,1606,852,210,791,500,2378,2136
36081000470,2536,565,2536,1057,951,901,108,529,159,1327,1439
36061000471,6897,468,6897,2140,1926,1761,425,991,969,4564,3945
36047000472,4940,979,4940,2644,2379,2362,517,442,482,3146,1836
36085000473,2783,908,2783,1507,1356,827,112,389,228,1176,1051
36081000474,6292,437,6292,2781,2502,1738,863,760,894,2587,2365
36047000475,7042,1899,7042,3940,3546,2734,785,1522,452,5102,3190
36005000476,2448,183,2448,1261,1134,1067,148,445,220,1845,491
36085000477,6071,2034,6071,3118,2806,1282,444,1278,667,2520,1832
36085000478,3221,397,3221,1276,1148,543,514,361,320,2048,1092
36061000479,3592,619,3592,1147,1032,769,489,523,267,2517,1038
36047000480,5945,844,5945,2043,1838,1378,267,1484,334,2679,2995
36005000481,1570,145,1570,913,821,399,205,365,185,1201,442
36081000482,6981,877,6981,3474,3126,1856,921,683,920,3142,3146
36005000483,7351,549,7351,2225,2002,1314,893,788,620,5499,3961
36061000484,6365,1147,6365,2735,2461,1542,848,693,512,4768,1691
36047000485,2502,308,2502,967,870,723,147,315,214,1323,830
36085000486,7189,1270,7189,2803,2522,2081,538,1667,664,3508,2948
36061000487,7901,1018,7901,4078,3670,1861,991,1444,765,4681,1819
36005000488,1001,117,1001,597,537,410,65,204,96,742,322
36081000489,7984,1827,7984,2838,2554,2352,422,779,1165,4311,1925
36005000490,4536,452,4536,2259,2033,1570,296,1092,621,3617,1898
36085000491,7940,1069,7940,3320,2988,2764,592,1388,468,5665,2875
36085000492,1999,228,1999,984,885,690,89,466,260,922,571
36047000493,3943,864,3943,1303,1172,892,568,766,421,2239,1194
36047000494,7128,2255,7128,3915,3523,2711,854,1051,714,5289,3223
36061000495,2914,901,2914,1428,1285,784,223,236,199,2126,724
36061000496,3339,199,3339,1470,1323,1192,277,465,306,2493,1553
36047000497,1182,387,1182,480,432,337,158,222,161,867,391
36005000498,2479,700,2479,1470,1323,658,365,434,142,1364,1353
36085000499,5469,1063,5469,1914,1722,1055,566,1307,359,2663,1629
