date,hospital_name,borough,zip_code,er_visits_respiratory,total_er_visits,covid_cases,data_source
2020-10-18,Manhattan Hospital,MN,10001,4,26,39,NYC_COVID_REAL
2020-10-18,Queens Medical Center,QN,11101,11,24,123,NYC_COVID_REAL
2020-10-18,Staten Island Hospital,SI,10301,3,25,33,NYC_COVID_REAL
2020-10-19,Bronx Medical Center,BX,10451,10,27,107,NYC_COVID_REAL
2020-10-19,Brooklyn Health Center,BK,11201,26,54,204,NYC_COVID_REAL
2020-10-19,Manhattan Hospital,MN,10001,11,26,101,NYC_COVID_REAL
2020-10-19,Queens Medical Center,QN,11101,18,46,178,NYC_COVID_REAL
2020-10-19,Staten Island Hospital,SI,10301,4,20,36,NYC_COVID_REAL
2020-10-20,Bronx Medical Center,BX,10451,9,20,91,NYC_COVID_REAL
2020-10-20,Brooklyn Health Center,BK,11201,33,62,214,NYC_COVID_REAL
2020-10-20,Manhattan Hospital,MN,10001,9,24,104,NYC_COVID_REAL
2020-10-20,Queens Medical Center,QN,11101,19,30,154,NYC_COVID_REAL
2020-10-20,Staten Island Hospital,SI,10301,4,21,38,NYC_COVID_REAL
2020-10-21,Bronx Medical Center,BX,10451,9,36,96,NYC_COVID_REAL
2020-10-21,Brooklyn Health Center,BK,11201,19,42,203,NYC_COVID_REAL
2020-10-21,Manhattan Hospital,MN,10001,4,31,118,NYC_COVID_REAL
2020-10-21,Queens Medical Center,QN,11101,12,32,188,NYC_COVID_REAL
2020-10-21,Staten Island Hospital,SI,10301,8,26,49,NYC_COVID_REAL
2020-10-22,Bronx Medical Center,BX,10451,9,23,122,NYC_COVID_REAL
2020-10-22,Brooklyn Health Center,BK,11201,14,26,242,NYC_COVID_REAL
2020-10-22,Manhattan Hospital,MN,10001,10,30,137,NYC_COVID_REAL
2020-10-22,Queens Medical Center,QN,11101,16,32,182,NYC_COVID_REAL
2020-10-22,Staten Island Hospital,SI,10301,4,30,76,NYC_COVID_REAL
2020-10-23,Bronx Medical Center,BX,10451,9,38,115,NYC_COVID_REAL
2020-10-23,Brooklyn Health Center,BK,11201,24,41,199,NYC_COVID_REAL
2020-10-23,Manhattan Hospital,MN,10001,6,29,78,NYC_COVID_REAL
2020-10-23,Queens Medical Center,QN,11101,18,46,161,NYC_COVID_REAL
2020-10-23,Staten Island Hospital,SI,10301,3,17,48,NYC_COVID_REAL
2020-10-24,Bronx Medical Center,BX,10451,8,35,73,NYC_COVID_REAL
2020-10-24,Brooklyn Health Center,BK,11201,24,45,120,NYC_COVID_REAL
2020-10-24,Manhattan Hospital,MN,10001,5,27,58,NYC_COVID_REAL
2020-10-24,Queens Medical Center,QN,11101,6,26,103,NYC_COVID_REAL
2020-10-24,Staten Island Hospital,SI,10301,4,27,32,NYC_COVID_REAL
2020-10-25,Bronx Medical Center,BX,10451,8,25,67,NYC_COVID_REAL
2020-10-25,Brooklyn Health Center,BK,11201,23,52,128,NYC_COVID_REAL
2020-10-25,Manhattan Hospital,MN,10001,3,19,48,NYC_COVID_REAL
2020-10-25,Queens Medical Center,QN,11101,7,31,87,NYC_COVID_REAL
2020-10-25,Staten Island Hospital,SI,10301,3,18,32,NYC_COVID_REAL
2020-10-26,Bronx Medical Center,BX,10451,9,27,132,NYC_COVID_REAL
2020-10-26,Brooklyn Health Center,BK,11201,13,40,221,NYC_COVID_REAL
2020-10-26,Manhattan Hospital,MN,10001,7,34,118,NYC_COVID_REAL
2020-10-26,Queens Medical Center,QN,11101,22,48,154,NYC_COVID_REAL
2020-10-26,Staten Island Hospital,SI,10301,5,30,69,NYC_COVID_REAL
2020-10-27,Bronx Medical Center,BX,10451,8,21,119,NYC_COVID_REAL
2020-10-27,Brooklyn Health Center,BK,11201,25,53,237,NYC_COVID_REAL
2020-10-27,Manhattan Hospital,MN,10001,4,17,129,NYC_COVID_REAL
2020-10-27,Queens Medical Center,QN,11101,6,28,180,NYC_COVID_REAL
2020-10-27,Staten Island Hospital,SI,10301,3,16,76,NYC_COVID_REAL
2020-10-28,Bronx Medical Center,BX,10451,8,18,124,NYC_COVID_REAL
2020-10-28,Brooklyn Health Center,BK,11201,16,41,231,NYC_COVID_REAL
2020-10-28,Manhattan Hospital,MN,10001,4,18,135,NYC_COVID_REAL
2020-10-28,Queens Medical Center,QN,11101,14,30,202,NYC_COVID_REAL
2020-10-28,Staten Island Hospital,SI,10301,3,17,90,NYC_COVID_REAL
2020-10-29,Bronx Medical Center,BX,10451,11,30,100,NYC_COVID_REAL
2020-10-29,Brooklyn Health Center,BK,11201,22,35,192,NYC_COVID_REAL
2020-10-29,Manhattan Hospital,MN,10001,9,27,117,NYC_COVID_REAL
2020-10-29,Queens Medical Center,QN,11101,12,22,156,NYC_COVID_REAL
2020-10-29,Staten Island Hospital,SI,10301,5,18,56,NYC_COVID_REAL
2020-10-30,Bronx Medical Center,BX,10451,11,37,115,NYC_COVID_REAL
2020-10-30,Brooklyn Health Center,BK,11201,18,45,192,NYC_COVID_REAL
2020-10-30,Manhattan Hospital,MN,10001,5,22,102,NYC_COVID_REAL
2020-10-30,Queens Medical Center,QN,11101,20,48,168,NYC_COVID_REAL
2020-10-30,Staten Island Hospital,SI,10301,6,24,77,NYC_COVID_REAL
2020-10-31,Bronx Medical Center,BX,10451,7,31,65,NYC_COVID_REAL
2020-10-31,Brooklyn Health Center,BK,11201,18,32,117,NYC_COVID_REAL
2020-10-31,Manhattan Hospital,MN,10001,5,23,52,NYC_COVID_REAL
2020-10-31,Queens Medical Center,QN,11101,13,31,117,NYC_COVID_REAL
2020-10-31,Staten Island Hospital,SI,10301,5,16,52,NYC_COVID_REAL
2020-11-01,Bronx Medical Center,BX,10451,8,24,57,NYC_COVID_REAL
2020-11-01,Brooklyn Health Center,BK,11201,19,40,231,NYC_COVID_REAL
2020-11-01,Manhattan Hospital,MN,10001,9,19,66,NYC_COVID_REAL
2020-11-01,Queens Medical Center,QN,11101,11,32,102,NYC_COVID_REAL
2020-11-01,Staten Island Hospital,SI,10301,8,36,45,NYC_COVID_REAL
2020-11-02,Bronx Medical Center,BX,10451,14,40,159,NYC_COVID_REAL
2020-11-02,Brooklyn Health Center,BK,11201,22,36,337,NYC_COVID_REAL
2020-11-02,Manhattan Hospital,MN,10001,7,18,144,NYC_COVID_REAL
2020-11-02,Queens Medical Center,QN,11101,18,30,220,NYC_COVID_REAL
2020-11-02,Staten Island Hospital,SI,10301,3,27,93,NYC_COVID_REAL
2020-11-03,Bronx Medical Center,BX,10451,11,24,153,NYC_COVID_REAL
2020-11-03,Brooklyn Health Center,BK,11201,29,44,319,NYC_COVID_REAL
2020-11-03,Manhattan Hospital,MN,10001,12,25,158,NYC_COVID_REAL
2020-11-03,Queens Medical Center,QN,11101,18,39,181,NYC_COVID_REAL
2020-11-03,Staten Island Hospital,SI,10301,5,15,92,NYC_COVID_REAL
2020-11-04,Bronx Medical Center,BX,10451,13,37,187,NYC_COVID_REAL
2020-11-04,Brooklyn Health Center,BK,11201,28,53,312,NYC_COVID_REAL
2020-11-04,Manhattan Hospital,MN,10001,10,27,199,NYC_COVID_REAL
2020-11-04,Queens Medical Center,QN,11101,12,24,277,NYC_COVID_REAL
2020-11-04,Staten Island Hospital,SI,10301,6,23,138,NYC_COVID_REAL
2020-11-05,Bronx Medical Center,BX,10451,14,34,198,NYC_COVID_REAL
2020-11-05,Brooklyn Health Center,BK,11201,28,49,312,NYC_COVID_REAL
2020-11-05,Manhattan Hospital,MN,10001,14,36,212,NYC_COVID_REAL
2020-11-05,Queens Medical Center,QN,11101,20,35,306,NYC_COVID_REAL
2020-11-05,Staten Island Hospital,SI,10301,9,31,111,NYC_COVID_REAL
2020-11-06,Bronx Medical Center,BX,10451,9,35,192,NYC_COVID_REAL
2020-11-06,Brooklyn Health Center,BK,11201,20,42,238,NYC_COVID_REAL
2020-11-06,Manhattan Hospital,MN,10001,14,27,179,NYC_COVID_REAL
2020-11-06,Queens Medical Center,QN,11101,20,34,297,NYC_COVID_REAL
2020-11-06,Staten Island Hospital,SI,10301,1,23,131,NYC_COVID_REAL
2020-11-07,Bronx Medical Center,BX,10451,16,31,134,NYC_COVID_REAL
2020-11-07,Brooklyn Health Center,BK,11201,12,37,224,NYC_COVID_REAL
2020-11-07,Manhattan Hospital,MN,10001,6,28,148,NYC_COVID_REAL
2020-11-07,Queens Medical Center,QN,11101,23,51,250,NYC_COVID_REAL
2020-11-07,Staten Island Hospital,SI,10301,3,19,89,NYC_COVID_REAL
2020-11-08,Bronx Medical Center,BX,10451,11,22,106,NYC_COVID_REAL
2020-11-08,Brooklyn Health Center,BK,11201,20,42,224,NYC_COVID_REAL
2020-11-08,Manhattan Hospital,MN,10001,7,36,133,NYC_COVID_REAL
2020-11-08,Queens Medical Center,QN,11101,16,32,226,NYC_COVID_REAL
2020-11-08,Staten Island Hospital,SI,10301,11,22,99,NYC_COVID_REAL
2020-11-09,Bronx Medical Center,BX,10451,18,34,240,NYC_COVID_REAL
2020-11-09,Brooklyn Health Center,BK,11201,28,55,418,NYC_COVID_REAL
2020-11-09,Manhattan Hospital,MN,10001,8,22,268,NYC_COVID_REAL
2020-11-09,Queens Medical Center,QN,11101,21,38,417,NYC_COVID_REAL
2020-11-09,Staten Island Hospital,SI,10301,5,22,202,NYC_COVID_REAL
2020-11-10,Bronx Medical Center,BX,10451,19,44,274,NYC_COVID_REAL
2020-11-10,Brooklyn Health Center,BK,11201,30,40,459,NYC_COVID_REAL
2020-11-10,Manhattan Hospital,MN,10001,9,36,311,NYC_COVID_REAL
2020-11-10,Queens Medical Center,QN,11101,22,33,408,NYC_COVID_REAL
2020-11-10,Staten Island Hospital,SI,10301,9,22,146,NYC_COVID_REAL
2020-11-11,Bronx Medical Center,BX,10451,23,38,239,NYC_COVID_REAL
2020-11-11,Brooklyn Health Center,BK,11201,13,42,394,NYC_COVID_REAL
2020-11-11,Manhattan Hospital,MN,10001,17,33,290,NYC_COVID_REAL
2020-11-11,Queens Medical Center,QN,11101,28,40,447,NYC_COVID_REAL
2020-11-11,Staten Island Hospital,SI,10301,18,47,169,NYC_COVID_REAL
2020-11-12,Bronx Medical Center,BX,10451,19,37,248,NYC_COVID_REAL
2020-11-12,Brooklyn Health Center,BK,11201,21,34,383,NYC_COVID_REAL
2020-11-12,Manhattan Hospital,MN,10001,10,26,300,NYC_COVID_REAL
2020-11-12,Queens Medical Center,QN,11101,19,37,406,NYC_COVID_REAL
2020-11-12,Staten Island Hospital,SI,10301,11,29,165,NYC_COVID_REAL
2020-11-13,Bronx Medical Center,BX,10451,20,44,272,NYC_COVID_REAL
2020-11-13,Brooklyn Health Center,BK,11201,31,60,356,NYC_COVID_REAL
2020-11-13,Manhattan Hospital,MN,10001,9,20,263,NYC_COVID_REAL
2020-11-13,Queens Medical Center,QN,11101,20,44,430,NYC_COVID_REAL
2020-11-13,Staten Island Hospital,SI,10301,12,34,173,NYC_COVID_REAL
2020-11-14,Bronx Medical Center,BX,10451,25,46,193,NYC_COVID_REAL
2020-11-14,Brooklyn Health Center,BK,11201,31,58,238,NYC_COVID_REAL
2020-11-14,Manhattan Hospital,MN,10001,11,27,159,NYC_COVID_REAL
2020-11-14,Queens Medical Center,QN,11101,23,47,324,NYC_COVID_REAL
2020-11-14,Staten Island Hospital,SI,10301,11,38,111,NYC_COVID_REAL
2020-11-15,Bronx Medical Center,BX,10451,14,30,135,NYC_COVID_REAL
2020-11-15,Brooklyn Health Center,BK,11201,25,39,232,NYC_COVID_REAL
2020-11-15,Manhattan Hospital,MN,10001,13,37,134,NYC_COVID_REAL
2020-11-15,Queens Medical Center,QN,11101,28,53,243,NYC_COVID_REAL
2020-11-15,Staten Island Hospital,SI,10301,12,27,152,NYC_COVID_REAL
2020-11-16,Bronx Medical Center,BX,10451,24,40,314,NYC_COVID_REAL
2020-11-16,Brooklyn Health Center,BK,11201,34,62,496,NYC_COVID_REAL
2020-11-16,Manhattan Hospital,MN,10001,15,41,332,NYC_COVID_REAL
2020-11-16,Queens Medical Center,QN,11101,44,55,503,NYC_COVID_REAL
2020-11-16,Staten Island Hospital,SI,10301,10,28,187,NYC_COVID_REAL
2020-11-17,Bronx Medical Center,BX,10451,21,36,337,NYC_COVID_REAL
2020-11-17,Brooklyn Health Center,BK,11201,29,48,493,NYC_COVID_REAL
2020-11-17,Manhattan Hospital,MN,10001,13,36,288,NYC_COVID_REAL
2020-11-17,Queens Medical Center,QN,11101,31,49,422,NYC_COVID_REAL
2020-11-17,Staten Island Hospital,SI,10301,8,31,190,NYC_COVID_REAL
2020-11-18,Bronx Medical Center,BX,10451,24,52,307,NYC_COVID_REAL
2020-11-18,Brooklyn Health Center,BK,11201,40,56,467,NYC_COVID_REAL
2020-11-18,Manhattan Hospital,MN,10001,13,38,336,NYC_COVID_REAL
2020-11-18,Queens Medical Center,QN,11101,30,56,446,NYC_COVID_REAL
2020-11-18,Staten Island Hospital,SI,10301,13,31,197,NYC_COVID_REAL
2020-11-19,Bronx Medical Center,BX,10451,22,34,362,NYC_COVID_REAL
2020-11-19,Brooklyn Health Center,BK,11201,37,49,491,NYC_COVID_REAL
2020-11-19,Manhattan Hospital,MN,10001,15,42,347,NYC_COVID_REAL
2020-11-19,Queens Medical Center,QN,11101,38,57,457,NYC_COVID_REAL
2020-11-19,Staten Island Hospital,SI,10301,20,35,200,NYC_COVID_REAL
2020-11-20,Bronx Medical Center,BX,10451,24,38,329,NYC_COVID_REAL
2020-11-20,Brooklyn Health Center,BK,11201,40,58,435,NYC_COVID_REAL
2020-11-20,Manhattan Hospital,MN,10001,18,41,328,NYC_COVID_REAL
2020-11-20,Queens Medical Center,QN,11101,36,62,458,NYC_COVID_REAL
2020-11-20,Staten Island Hospital,SI,10301,17,37,224,NYC_COVID_REAL
2020-11-21,Bronx Medical Center,BX,10451,18,28,254,NYC_COVID_REAL
2020-11-21,Brooklyn Health Center,BK,11201,26,55,354,NYC_COVID_REAL
2020-11-21,Manhattan Hospital,MN,10001,14,40,196,NYC_COVID_REAL
2020-11-21,Queens Medical Center,QN,11101,41,64,325,NYC_COVID_REAL
2020-11-21,Staten Island Hospital,SI,10301,20,48,161,NYC_COVID_REAL
2020-11-22,Bronx Medical Center,BX,10451,15,42,183,NYC_COVID_REAL
2020-11-22,Brooklyn Health Center,BK,11201,38,59,340,NYC_COVID_REAL
2020-11-22,Manhattan Hospital,MN,10001,14,40,159,NYC_COVID_REAL
2020-11-22,Queens Medical Center,QN,11101,30,48,287,NYC_COVID_REAL
2020-11-22,Staten Island Hospital,SI,10301,19,43,178,NYC_COVID_REAL
2020-11-23,Bronx Medical Center,BX,10451,33,45,437,NYC_COVID_REAL
2020-11-23,Brooklyn Health Center,BK,11201,38,64,575,NYC_COVID_REAL
2020-11-23,Manhattan Hospital,MN,10001,16,36,411,NYC_COVID_REAL
2020-11-23,Queens Medical Center,QN,11101,38,63,605,NYC_COVID_REAL
2020-11-23,Staten Island Hospital,SI,10301,25,42,289,NYC_COVID_REAL
2020-11-24,Bronx Medical Center,BX,10451,19,46,376,NYC_COVID_REAL
2020-11-24,Brooklyn Health Center,BK,11201,39,62,553,NYC_COVID_REAL
2020-11-24,Manhattan Hospital,MN,10001,12,40,372,NYC_COVID_REAL
2020-11-24,Queens Medical Center,QN,11101,42,68,535,NYC_COVID_REAL
2020-11-24,Staten Island Hospital,SI,10301,19,40,238,NYC_COVID_REAL
2020-11-25,Bronx Medical Center,BX,10451,25,47,425,NYC_COVID_REAL
2020-11-25,Brooklyn Health Center,BK,11201,42,71,632,NYC_COVID_REAL
2020-11-25,Manhattan Hospital,MN,10001,12,22,384,NYC_COVID_REAL
2020-11-25,Queens Medical Center,QN,11101,42,66,634,NYC_COVID_REAL
2020-11-25,Staten Island Hospital,SI,10301,20,34,295,NYC_COVID_REAL
2020-11-26,Bronx Medical Center,BX,10451,26,38,137,NYC_COVID_REAL
2020-11-26,Brooklyn Health Center,BK,11201,41,51,246,NYC_COVID_REAL
2020-11-26,Manhattan Hospital,MN,10001,27,54,138,NYC_COVID_REAL
2020-11-26,Queens Medical Center,QN,11101,43,60,204,NYC_COVID_REAL
2020-11-26,Staten Island Hospital,SI,10301,19,36,92,NYC_COVID_REAL
2020-11-27,Bronx Medical Center,BX,10451,24,50,387,NYC_COVID_REAL
2020-11-27,Brooklyn Health Center,BK,11201,45,68,603,NYC_COVID_REAL
2020-11-27,Manhattan Hospital,MN,10001,24,46,386,NYC_COVID_REAL
2020-11-27,Queens Medical Center,QN,11101,38,50,650,NYC_COVID_REAL
2020-11-27,Staten Island Hospital,SI,10301,27,52,273,NYC_COVID_REAL
2020-11-28,Bronx Medical Center,BX,10451,21,34,333,NYC_COVID_REAL
2020-11-28,Brooklyn Health Center,BK,11201,33,47,453,NYC_COVID_REAL
2020-11-28,Manhattan Hospital,MN,10001,19,39,329,NYC_COVID_REAL
2020-11-28,Queens Medical Center,QN,11101,42,68,509,NYC_COVID_REAL
2020-11-28,Staten Island Hospital,SI,10301,12,40,215,NYC_COVID_REAL
2020-11-29,Bronx Medical Center,BX,10451,31,52,244,NYC_COVID_REAL
2020-11-29,Brooklyn Health Center,BK,11201,43,60,562,NYC_COVID_REAL
2020-11-29,Manhattan Hospital,MN,10001,18,28,299,NYC_COVID_REAL
2020-11-29,Queens Medical Center,QN,11101,48,62,506,NYC_COVID_REAL
2020-11-29,Staten Island Hospital,SI,10301,23,35,280,NYC_COVID_REAL
2020-11-30,Bronx Medical Center,BX,10451,41,63,460,NYC_COVID_REAL
2020-11-30,Brooklyn Health Center,BK,11201,41,56,899,NYC_COVID_REAL
2020-11-30,Manhattan Hospital,MN,10001,33,43,424,NYC_COVID_REAL
2020-11-30,Queens Medical Center,QN,11101,60,79,734,NYC_COVID_REAL
2020-11-30,Staten Island Hospital,SI,10301,13,33,378,NYC_COVID_REAL
2020-12-01,Bronx Medical Center,BX,10451,44,65,589,NYC_COVID_REAL
2020-12-01,Brooklyn Health Center,BK,11201,46,70,948,NYC_COVID_REAL
2020-12-01,Manhattan Hospital,MN,10001,21,36,551,NYC_COVID_REAL
2020-12-01,Queens Medical Center,QN,11101,64,88,858,NYC_COVID_REAL
2020-12-01,Staten Island Hospital,SI,10301,25,47,362,NYC_COVID_REAL
2020-12-02,Bronx Medical Center,BX,10451,26,37,540,NYC_COVID_REAL
2020-12-02,Brooklyn Health Center,BK,11201,52,68,861,NYC_COVID_REAL
2020-12-02,Manhattan Hospital,MN,10001,24,41,502,NYC_COVID_REAL
2020-12-02,Queens Medical Center,QN,11101,51,70,843,NYC_COVID_REAL
2020-12-02,Staten Island Hospital,SI,10301,23,51,384,NYC_COVID_REAL
2020-12-03,Bronx Medical Center,BX,10451,47,73,523,NYC_COVID_REAL
2020-12-03,Brooklyn Health Center,BK,11201,60,71,847,NYC_COVID_REAL
2020-12-03,Manhattan Hospital,MN,10001,19,40,455,NYC_COVID_REAL
2020-12-03,Queens Medical Center,QN,11101,57,67,783,NYC_COVID_REAL
2020-12-03,Staten Island Hospital,SI,10301,35,47,337,NYC_COVID_REAL
2020-12-04,Bronx Medical Center,BX,10451,36,63,562,NYC_COVID_REAL
2020-12-04,Brooklyn Health Center,BK,11201,60,80,768,NYC_COVID_REAL
2020-12-04,Manhattan Hospital,MN,10001,22,35,402,NYC_COVID_REAL
2020-12-04,Queens Medical Center,QN,11101,41,64,757,NYC_COVID_REAL
2020-12-04,Staten Island Hospital,SI,10301,23,37,328,NYC_COVID_REAL
2020-12-05,Bronx Medical Center,BX,10451,30,59,325,NYC_COVID_REAL
2020-12-05,Brooklyn Health Center,BK,11201,43,68,506,NYC_COVID_REAL
2020-12-05,Manhattan Hospital,MN,10001,27,44,210,NYC_COVID_REAL
2020-12-05,Queens Medical Center,QN,11101,58,76,597,NYC_COVID_REAL
2020-12-05,Staten Island Hospital,SI,10301,20,30,249,NYC_COVID_REAL
2020-12-06,Bronx Medical Center,BX,10451,36,63,249,NYC_COVID_REAL
2020-12-06,Brooklyn Health Center,BK,11201,50,71,556,NYC_COVID_REAL
2020-12-06,Manhattan Hospital,MN,10001,19,43,216,NYC_COVID_REAL
2020-12-06,Queens Medical Center,QN,11101,46,64,517,NYC_COVID_REAL
2020-12-06,Staten Island Hospital,SI,10301,22,49,215,NYC_COVID_REAL
2020-12-07,Bronx Medical Center,BX,10451,45,64,554,NYC_COVID_REAL
2020-12-07,Brooklyn Health Center,BK,11201,57,86,965,NYC_COVID_REAL
2020-12-07,Manhattan Hospital,MN,10001,27,54,449,NYC_COVID_REAL
2020-12-07,Queens Medical Center,QN,11101,61,85,966,NYC_COVID_REAL
2020-12-07,Staten Island Hospital,SI,10301,32,53,370,NYC_COVID_REAL
2020-12-08,Bronx Medical Center,BX,10451,39,50,496,NYC_COVID_REAL
2020-12-08,Brooklyn Health Center,BK,11201,68,87,923,NYC_COVID_REAL
2020-12-08,Manhattan Hospital,MN,10001,35,45,450,NYC_COVID_REAL
2020-12-08,Queens Medical Center,QN,11101,56,70,900,NYC_COVID_REAL
2020-12-08,Staten Island Hospital,SI,10301,22,38,291,NYC_COVID_REAL
2020-12-09,Bronx Medical Center,BX,10451,57,81,528,NYC_COVID_REAL
2020-12-09,Brooklyn Health Center,BK,11201,76,95,913,NYC_COVID_REAL
2020-12-09,Manhattan Hospital,MN,10001,46,59,495,NYC_COVID_REAL
2020-12-09,Queens Medical Center,QN,11101,62,78,851,NYC_COVID_REAL
2020-12-09,Staten Island Hospital,SI,10301,37,47,318,NYC_COVID_REAL
2020-12-10,Bronx Medical Center,BX,10451,44,71,571,NYC_COVID_REAL
2020-12-10,Brooklyn Health Center,BK,11201,75,93,940,NYC_COVID_REAL
2020-12-10,Manhattan Hospital,MN,10001,28,42,463,NYC_COVID_REAL
2020-12-10,Queens Medical Center,QN,11101,72,90,897,NYC_COVID_REAL
2020-12-10,Staten Island Hospital,SI,10301,27,44,277,NYC_COVID_REAL
2020-12-11,Bronx Medical Center,BX,10451,58,72,501,NYC_COVID_REAL
2020-12-11,Brooklyn Health Center,BK,11201,62,88,836,NYC_COVID_REAL
2020-12-11,Manhattan Hospital,MN,10001,32,47,492,NYC_COVID_REAL
2020-12-11,Queens Medical Center,QN,11101,68,96,880,NYC_COVID_REAL
2020-12-11,Staten Island Hospital,SI,10301,23,34,266,NYC_COVID_REAL
2020-12-12,Bronx Medical Center,BX,10451,38,58,392,NYC_COVID_REAL
2020-12-12,Brooklyn Health Center,BK,11201,61,83,600,NYC_COVID_REAL
2020-12-12,Manhattan Hospital,MN,10001,28,38,297,NYC_COVID_REAL
2020-12-12,Queens Medical Center,QN,11101,59,70,699,NYC_COVID_REAL
2020-12-12,Staten Island Hospital,SI,10301,23,38,218,NYC_COVID_REAL
2020-12-13,Bronx Medical Center,BX,10451,40,58,311,NYC_COVID_REAL
2020-12-13,Brooklyn Health Center,BK,11201,58,75,645,NYC_COVID_REAL
2020-12-13,Manhattan Hospital,MN,10001,32,48,297,NYC_COVID_REAL
2020-12-13,Queens Medical Center,QN,11101,78,100,676,NYC_COVID_REAL
2020-12-13,Staten Island Hospital,SI,10301,19,40,248,NYC_COVID_REAL
2020-12-14,Bronx Medical Center,BX,10451,52,70,614,NYC_COVID_REAL
2020-12-14,Brooklyn Health Center,BK,11201,80,91,1111,NYC_COVID_REAL
2020-12-14,Manhattan Hospital,MN,10001,36,61,501,NYC_COVID_REAL
2020-12-14,Queens Medical Center,QN,11101,79,96,1005,NYC_COVID_REAL
2020-12-14,Staten Island Hospital,SI,10301,19,44,350,NYC_COVID_REAL
2020-12-15,Bronx Medical Center,BX,10451,41,51,634,NYC_COVID_REAL
2020-12-15,Brooklyn Health Center,BK,11201,78,93,1065,NYC_COVID_REAL
2020-12-15,Manhattan Hospital,MN,10001,40,63,551,NYC_COVID_REAL
2020-12-15,Queens Medical Center,QN,11101,62,89,1092,NYC_COVID_REAL
2020-12-15,Staten Island Hospital,SI,10301,17,28,339,NYC_COVID_REAL
2020-12-16,Bronx Medical Center,BX,10451,46,71,445,NYC_COVID_REAL
2020-12-16,Brooklyn Health Center,BK,11201,69,85,842,NYC_COVID_REAL
2020-12-16,Manhattan Hospital,MN,10001,21,43,454,NYC_COVID_REAL
2020-12-16,Queens Medical Center,QN,11101,65,87,811,NYC_COVID_REAL
2020-12-16,Staten Island Hospital,SI,10301,13,36,236,NYC_COVID_REAL
2020-12-17,Bronx Medical Center,BX,10451,48,62,266,NYC_COVID_REAL
2020-12-17,Brooklyn Health Center,BK,11201,70,98,649,NYC_COVID_REAL
2020-12-17,Manhattan Hospital,MN,10001,30,55,336,NYC_COVID_REAL
2020-12-17,Queens Medical Center,QN,11101,63,89,489,NYC_COVID_REAL
2020-12-17,Staten Island Hospital,SI,10301,20,36,187,NYC_COVID_REAL
2020-12-18,Bronx Medical Center,BX,10451,67,88,619,NYC_COVID_REAL
2020-12-18,Brooklyn Health Center,BK,11201,79,90,1024,NYC_COVID_REAL
2020-12-18,Manhattan Hospital,MN,10001,37,57,521,NYC_COVID_REAL
2020-12-18,Queens Medical Center,QN,11101,71,96,928,NYC_COVID_REAL
2020-12-18,Staten Island Hospital,SI,10301,20,44,335,NYC_COVID_REAL
2020-12-19,Bronx Medical Center,BX,10451,46,73,405,NYC_COVID_REAL
2020-12-19,Brooklyn Health Center,BK,11201,69,95,764,NYC_COVID_REAL
2020-12-19,Manhattan Hospital,MN,10001,32,61,331,NYC_COVID_REAL
2020-12-19,Queens Medical Center,QN,11101,73,93,797,NYC_COVID_REAL
2020-12-19,Staten Island Hospital,SI,10301,19,42,260,NYC_COVID_REAL
2020-12-20,Bronx Medical Center,BX,10451,41,56,292,NYC_COVID_REAL
2020-12-20,Brooklyn Health Center,BK,11201,83,111,768,NYC_COVID_REAL
2020-12-20,Manhattan Hospital,MN,10001,32,60,295,NYC_COVID_REAL
2020-12-20,Queens Medical Center,QN,11101,68,86,698,NYC_COVID_REAL
2020-12-20,Staten Island Hospital,SI,10301,22,50,293,NYC_COVID_REAL
2020-12-21,Bronx Medical Center,BX,10451,63,88,717,NYC_COVID_REAL
2020-12-21,Brooklyn Health Center,BK,11201,99,118,1307,NYC_COVID_REAL
2020-12-21,Manhattan Hospital,MN,10001,58,81,598,NYC_COVID_REAL
2020-12-21,Queens Medical Center,QN,11101,91,105,1288,NYC_COVID_REAL
2020-12-21,Staten Island Hospital,SI,10301,20,33,429,NYC_COVID_REAL
2020-12-22,Bronx Medical Center,BX,10451,54,64,732,NYC_COVID_REAL
2020-12-22,Brooklyn Health Center,BK,11201,88,116,1252,NYC_COVID_REAL
2020-12-22,Manhattan Hospital,MN,10001,50,67,549,NYC_COVID_REAL
2020-12-22,Queens Medical Center,QN,11101,71,94,1207,NYC_COVID_REAL
2020-12-22,Staten Island Hospital,SI,10301,24,46,364,NYC_COVID_REAL
2020-12-23,Bronx Medical Center,BX,10451,48,77,635,NYC_COVID_REAL
2020-12-23,Brooklyn Health Center,BK,11201,115,127,1100,NYC_COVID_REAL
2020-12-23,Manhattan Hospital,MN,10001,43,72,525,NYC_COVID_REAL
2020-12-23,Queens Medical Center,QN,11101,74,86,1184,NYC_COVID_REAL
2020-12-23,Staten Island Hospital,SI,10301,23,51,399,NYC_COVID_REAL
2020-12-24,Bronx Medical Center,BX,10451,49,65,503,NYC_COVID_REAL
2020-12-24,Brooklyn Health Center,BK,11201,96,108,965,NYC_COVID_REAL
2020-12-24,Manhattan Hospital,MN,10001,37,59,433,NYC_COVID_REAL
2020-12-24,Queens Medical Center,QN,11101,81,106,874,NYC_COVID_REAL
2020-12-24,Staten Island Hospital,SI,10301,13,31,241,NYC_COVID_REAL
2020-12-25,Bronx Medical Center,BX,10451,43,64,154,NYC_COVID_REAL
2020-12-25,Brooklyn Health Center,BK,11201,85,99,345,NYC_COVID_REAL
