date,hospital_name,borough,zip_code,er_visits_respiratory,total_er_visits
2020-05-14,NYU Langone Health,Manhattan,13435,75,172
2020-05-14,NewYork-Presbyterian,Manhattan,13039,40,131
2020-05-14,Jamaica Hospital,Queens,12821,45,190
2020-05-14,Queens Hospital Center,Queens,17354,55,172
2020-05-14,Elmhurst Hospital,Queens,13263,95,226
2020-05-14,Richmond University Medical Center,Staten Island,14180,50,145
2020-05-14,Staten Island University Hospital,Staten Island,13593,24,172
2020-05-15,Bronx-Lebanon Hospital,Bronx,12939,80,219
2020-05-15,St. Barnabas Hospital,Bronx,18889,57,117
2020-05-15,Montefiore Medical Center,Bronx,18866,57,142
2020-05-15,Brooklyn Methodist Hospital,Brooklyn,15307,48,154
2020-05-15,Kings County Hospital,Brooklyn,15338,68,196
2020-05-15,Maimonides Medical Center,Brooklyn,12579,43,183
2020-05-15,Mount Sinai Hospital,Manhattan,13148,43,125
2020-05-15,NYU Langone Health,Manhattan,14856,72,158
2020-05-15,NewYork-Presbyterian,Manhattan,12500,33,85
2020-05-15,Jamaica Hospital,Queens,14439,55,167
2020-05-15,Queens Hospital Center,Queens,15315,67,180
2020-05-15,Elmhurst Hospital,Queens,12435,69,125
2020-05-15,Richmond University Medical Center,Staten Island,11554,44,167
2020-05-15,Staten Island University Hospital,Staten Island,19433,24,97
2020-05-16,Bronx-Lebanon Hospital,Bronx,13766,35,126
2020-05-16,St. Barnabas Hospital,Bronx,17814,43,142
2020-05-16,Montefiore Medical Center,Bronx,18724,38,119
2020-05-16,Brooklyn Methodist Hospital,Brooklyn,14226,69,165
2020-05-16,Kings County Hospital,Brooklyn,12284,71,148
2020-05-16,Maimonides Medical Center,Brooklyn,18327,63,116
2020-05-16,Mount Sinai Hospital,Manhattan,11507,25,135
2020-05-16,NYU Langone Health,Manhattan,15717,26,104
2020-05-16,NewYork-Presbyterian,Manhattan,19531,45,113
2020-05-16,Jamaica Hospital,Queens,19611,42,190
2020-05-16,Queens Hospital Center,Queens,12285,42,170
2020-05-16,Elmhurst Hospital,Queens,15188,42,145
2020-05-16,Richmond University Medical Center,Staten Island,12615,47,104
2020-05-16,Staten Island University Hospital,Staten Island,11143,49,197
2020-05-17,Bronx-Lebanon Hospital,Bronx,16080,32,98
2020-05-17,St. Barnabas Hospital,Bronx,13736,20,122
2020-05-17,Montefiore Medical Center,Bronx,15059,39,187
2020-05-17,Brooklyn Methodist Hospital,Brooklyn,15570,57,177
2020-05-17,Kings County Hospital,Brooklyn,16948,33,155
2020-05-17,Maimonides Medical Center,Brooklyn,11564,72,181
2020-05-17,Mount Sinai Hospital,Manhattan,13950,20,81
2020-05-17,NYU Langone Health,Manhattan,14114,40,176
2020-05-17,NewYork-Presbyterian,Manhattan,18861,38,92
2020-05-17,Jamaica Hospital,Queens,11790,22,104
2020-05-17,Queens Hospital Center,Queens,19983,58,185
2020-05-17,Elmhurst Hospital,Queens,14276,52,168
2020-05-17,Richmond University Medical Center,Staten Island,12457,39,142
2020-05-17,Staten Island University Hospital,Staten Island,13536,21,146
2020-05-18,Bronx-Lebanon Hospital,Bronx,12350,61,171
2020-05-18,St. Barnabas Hospital,Bronx,14656,83,139
2020-05-18,Montefiore Medical Center,Bronx,19861,50,162
2020-05-18,Brooklyn Methodist Hospital,Brooklyn,12125,65,211
2020-05-18,Kings County Hospital,Brooklyn,14080,79,169
2020-05-18,Maimonides Medical Center,Brooklyn,18735,86,194
2020-05-18,Mount Sinai Hospital,Manhattan,17635,39,145
2020-05-18,NYU Langone Health,Manhattan,14990,68,145
2020-05-18,NewYork-Presbyterian,Manhattan,16478,24,96
2020-05-18,Jamaica Hospital,Queens,12670,78,203
2020-05-18,Queens Hospital Center,Queens,18697,80,152
2020-05-18,Elmhurst Hospital,Queens,11472,95,189
2020-05-18,Richmond University Medical Center,Staten Island,17148,42,105
2020-05-18,Staten Island University Hospital,Staten Island,11856,47,152
2020-05-19,Bronx-Lebanon Hospital,Bronx,11703,80,172
2020-05-19,St. Barnabas Hospital,Bronx,12370,51,200
2020-05-19,Montefiore Medical Center,Bronx,16010,68,177
2020-05-19,Brooklyn Methodist Hospital,Brooklyn,18514,60,116
2020-05-19,Kings County Hospital,Brooklyn,13079,105,167
2020-05-19,Maimonides Medical Center,Brooklyn,11263,113,212
2020-05-19,Mount Sinai Hospital,Manhattan,15337,67,145
2020-05-19,NYU Langone Health,Manhattan,16299,51,144
2020-05-19,NewYork-Presbyterian,Manhattan,11677,76,151
2020-05-19,Jamaica Hospital,Queens,15753,53,139
2020-05-19,Queens Hospital Center,Queens,13618,85,197
2020-05-19,Elmhurst Hospital,Queens,14385,90,230
2020-05-19,Richmond University Medical Center,Staten Island,17286,44,160
2020-05-19,Staten Island University Hospital,Staten Island,11602,19,149
2020-05-20,Bronx-Lebanon Hospital,Bronx,18431,45,135
2020-05-20,St. Barnabas Hospital,Bronx,15642,74,206
2020-05-20,Montefiore Medical Center,Bronx,16992,35,129
2020-05-20,Brooklyn Methodist Hospital,Brooklyn,17071,67,149
2020-05-20,Kings County Hospital,Brooklyn,12243,109,193
2020-05-20,Maimonides Medical Center,Brooklyn,14836,62,124
2020-05-20,Mount Sinai Hospital,Manhattan,14880,29,145
2020-05-20,NYU Langone Health,Manhattan,19559,43,99
2020-05-20,NewYork-Presbyterian,Manhattan,19987,74,204
2020-05-20,Jamaica Hospital,Queens,18301,95,165
2020-05-20,Queens Hospital Center,Queens,16324,57,182
2020-05-20,Elmhurst Hospital,Queens,17806,95,197
2020-05-20,Richmond University Medical Center,Staten Island,16649,35,108
2020-05-20,Staten Island University Hospital,Staten Island,11670,40,180
2020-05-21,Bronx-Lebanon Hospital,Bronx,15189,31,157
2020-05-21,St. Barnabas Hospital,Bronx,16381,81,150
2020-05-21,Montefiore Medical Center,Bronx,11895,45,137
2020-05-21,Brooklyn Methodist Hospital,Brooklyn,13772,69,197
2020-05-21,Kings County Hospital,Brooklyn,11040,40,165
2020-05-21,Maimonides Medical Center,Brooklyn,17333,80,190
2020-05-21,Mount Sinai Hospital,Manhattan,19188,72,210
2020-05-21,NYU Langone Health,Manhattan,12924,36,169
2020-05-21,NewYork-Presbyterian,Manhattan,13390,36,103
2020-05-21,Jamaica Hospital,Queens,14774,91,162
2020-05-21,Queens Hospital Center,Queens,13078,112,171
2020-05-21,Elmhurst Hospital,Queens,13770,74,187
2020-05-21,Richmond University Medical Center,Staten Island,12367,59,125
2020-05-21,Staten Island University Hospital,Staten Island,15694,44,158
2020-05-22,Bronx-Lebanon Hospital,Bronx,12154,83,222
2020-05-22,St. Barnabas Hospital,Bronx,18630,48,173
2020-05-22,Montefiore Medical Center,Bronx,19412,71,147
2020-05-22,Brooklyn Methodist Hospital,Brooklyn,15729,46,145
2020-05-22,Kings County Hospital,Brooklyn,17005,66,117
2020-05-22,Maimonides Medical Center,Brooklyn,14089,60,188
2020-05-22,Mount Sinai Hospital,Manhattan,13408,30,101
2020-05-22,NYU Langone Health,Manhattan,18771,47,162
2020-05-22,NewYork-Presbyterian,Manhattan,14268,35,169
2020-05-22,Jamaica Hospital,Queens,11613,41,128
2020-05-22,Queens Hospital Center,Queens,18329,80,142
2020-05-22,Elmhurst Hospital,Queens,18585,67,126
2020-05-22,Richmond University Medical Center,Staten Island,11341,17,103
2020-05-22,Staten Island University Hospital,Staten Island,13464,31,84
2020-05-23,Bronx-Lebanon Hospital,Bronx,13988,44,134
2020-05-23,St. Barnabas Hospital,Bronx,13431,50,107
2020-05-23,Montefiore Medical Center,Bronx,12234,39,165
2020-05-23,Brooklyn Methodist Hospital,Brooklyn,19964,42,186
2020-05-23,Kings County Hospital,Brooklyn,11501,51,144
2020-05-23,Maimonides Medical Center,Brooklyn,19951,72,209
2020-05-23,Mount Sinai Hospital,Manhattan,15517,34,153
2020-05-23,NYU Langone Health,Manhattan,12439,27,155
2020-05-23,NewYork-Presbyterian,Manhattan,15606,33,109
2020-05-23,Jamaica Hospital,Queens,18569,33,171
2020-05-23,Queens Hospital Center,Queens,15612,74,172
2020-05-23,Elmhurst Hospital,Queens,15466,60,179
2020-05-23,Richmond University Medical Center,Staten Island,14466,34,144
2020-05-23,Staten Island University Hospital,Staten Island,15046,34,86
2020-05-24,Bronx-Lebanon Hospital,Bronx,17515,30,90
2020-05-24,St. Barnabas Hospital,Bronx,15594,43,168
2020-05-24,Montefiore Medical Center,Bronx,17146,64,147
2020-05-24,Brooklyn Methodist Hospital,Brooklyn,12574,68,136
2020-05-24,Kings County Hospital,Brooklyn,13398,50,101
2020-05-24,Maimonides Medical Center,Brooklyn,18535,70,193
2020-05-24,Mount Sinai Hospital,Manhattan,12312,53,180
2020-05-24,NYU Langone Health,Manhattan,13982,30,146
2020-05-24,NewYork-Presbyterian,Manhattan,16483,47,161
2020-05-24,Jamaica Hospital,Queens,16333,67,151
2020-05-24,Queens Hospital Center,Queens,14145,40,174
2020-05-24,Elmhurst Hospital,Queens,16022,33,140
2020-05-24,Richmond University Medical Center,Staten Island,19221,20,72
2020-05-24,Staten Island University Hospital,Staten Island,15224,32,122
2020-05-25,Bronx-Lebanon Hospital,Bronx,16171,43,148
2020-05-25,St. Barnabas Hospital,Bronx,18102,39,124
2020-05-25,Montefiore Medical Center,Bronx,13574,60,159
2020-05-25,Brooklyn Methodist Hospital,Brooklyn,17041,55,149
2020-05-25,Kings County Hospital,Brooklyn,11889,55,193
2020-05-25,Maimonides Medical Center,Brooklyn,14873,57,115
2020-05-25,Mount Sinai Hospital,Manhattan,19408,55,169
2020-05-25,NYU Langone Health,Manhattan,15433,34,106
2020-05-25,NewYork-Presbyterian,Manhattan,17905,22,80
2020-05-25,Jamaica Hospital,Queens,11953,53,168
2020-05-25,Queens Hospital Center,Queens,19113,55,122
2020-05-25,Elmhurst Hospital,Queens,15205,33,112
2020-05-25,Richmond University Medical Center,Staten Island,12852,20,160
2020-05-25,Staten Island University Hospital,Staten Island,16619,34,113
2020-05-26,Bronx-Lebanon Hospital,Bronx,13916,79,211
2020-05-26,St. Barnabas Hospital,Bronx,16607,99,248
2020-05-26,Montefiore Medical Center,Bronx,13341,43,109
2020-05-26,Brooklyn Methodist Hospital,Brooklyn,14219,51,160
2020-05-26,Kings County Hospital,Brooklyn,18001,107,171
2020-05-26,Maimonides Medical Center,Brooklyn,14491,79,191
2020-05-26,Mount Sinai Hospital,Manhattan,15503,52,142
2020-05-26,NYU Langone Health,Manhattan,12024,32,90
2020-05-26,NewYork-Presbyterian,Manhattan,17934,70,206
2020-05-26,Jamaica Hospital,Queens,12662,79,172
2020-05-26,Queens Hospital Center,Queens,12703,39,125
2020-05-26,Elmhurst Hospital,Queens,19471,79,142
2020-05-26,Richmond University Medical Center,Staten Island,18756,20,139
2020-05-26,Staten Island University Hospital,Staten Island,15536,56,189
2020-05-27,Bronx-Lebanon Hospital,Bronx,13102,32,129
2020-05-27,St. Barnabas Hospital,Bronx,12576,76,185
2020-05-27,Montefiore Medical Center,Bronx,18925,61,166
2020-05-27,Brooklyn Methodist Hospital,Brooklyn,13155,85,203
2020-05-27,Kings County Hospital,Brooklyn,13573,33,174
2020-05-27,Maimonides Medical Center,Brooklyn,11977,63,125
2020-05-27,Mount Sinai Hospital,Manhattan,16120,41,177
2020-05-27,NYU Langone Health,Manhattan,14728,27,176
2020-05-27,NewYork-Presbyterian,Manhattan,14182,47,157
2020-05-27,Jamaica Hospital,Queens,15311,73,180
2020-05-27,Queens Hospital Center,Queens,13286,52,127
2020-05-27,Elmhurst Hospital,Queens,12509,36,90
2020-05-27,Richmond University Medical Center,Staten Island,18079,21,124
2020-05-27,Staten Island University Hospital,Staten Island,13428,29,93
2020-05-28,Bronx-Lebanon Hospital,Bronx,11919,28,93
2020-05-28,St. Barnabas Hospital,Bronx,18391,62,143
2020-05-28,Montefiore Medical Center,Bronx,15920,25,163
2020-05-28,Brooklyn Methodist Hospital,Brooklyn,13849,81,225
2020-05-28,Kings County Hospital,Brooklyn,16184,83,229
2020-05-28,Maimonides Medical Center,Brooklyn,17655,39,97
2020-05-28,Mount Sinai Hospital,Manhattan,16652,32,150
2020-05-28,NYU Langone Health,Manhattan,19029,41,167
2020-05-28,NewYork-Presbyterian,Manhattan,13830,25,151
2020-05-28,Jamaica Hospital,Queens,15465,41,180
2020-05-28,Queens Hospital Center,Queens,11336,62,180
2020-05-28,Elmhurst Hospital,Queens,13262,70,171
2020-05-28,Richmond University Medical Center,Staten Island,18419,29,97
2020-05-28,Staten Island University Hospital,Staten Island,16301,33,108
2020-05-29,Bronx-Lebanon Hospital,Bronx,11809,63,152
2020-05-29,St. Barnabas Hospital,Bronx,16544,45,156
2020-05-29,Montefiore Medical Center,Bronx,15068,54,137
2020-05-29,Brooklyn Methodist Hospital,Brooklyn,19681,74,190
2020-05-29,Kings County Hospital,Brooklyn,16958,48,155
2020-05-29,Maimonides Medical Center,Brooklyn,18686,55,155
2020-05-29,Mount Sinai Hospital,Manhattan,16210,36,159
2020-05-29,NYU Langone Health,Manhattan,17468,32,113
2020-05-29,NewYork-Presbyterian,Manhattan,12531,47,129
2020-05-29,Jamaica Hospital,Queens,18954,90,216
2020-05-29,Queens Hospital Center,Queens,16257,41,185
2020-05-29,Elmhurst Hospital,Queens,19584,30,140
2020-05-29,Richmond University Medical Center,Staten Island,14496,18,167
2020-05-29,Staten Island University Hospital,Staten Island,12888,20,169
2020-05-30,Bronx-Lebanon Hospital,Bronx,13110,59,167
2020-05-30,St. Barnabas Hospital,Bronx,12743,40,149
2020-05-30,Montefiore Medical Center,Bronx,17867,23,106
2020-05-30,Brooklyn Methodist Hospital,Brooklyn,17001,42,104
2020-05-30,Kings County Hospital,Brooklyn,12417,49,132
2020-05-30,Maimonides Medical Center,Brooklyn,19694,45,164
2020-05-30,Mount Sinai Hospital,Manhattan,12769,39,100
2020-05-30,NYU Langone Health,Manhattan,13533,38,163
2020-05-30,NewYork-Presbyterian,Manhattan,18046,44,178
2020-05-30,Jamaica Hospital,Queens,19301,66,136
2020-05-30,Queens Hospital Center,Queens,19407,65,196
2020-05-30,Elmhurst Hospital,Queens,11939,29,131
2020-05-30,Richmond University Medical Center,Staten Island,17233,18,98
2020-05-30,Staten Island University Hospital,Staten Island,11332,32,102
2020-05-31,Bronx-Lebanon Hospital,Bronx,15651,35,151
2020-05-31,St. Barnabas Hospital,Bronx,11897,49,182
2020-05-31,Montefiore Medical Center,Bronx,19675,50,146
2020-05-31,Brooklyn Methodist Hospital,Brooklyn,17664,32,132
2020-05-31,Kings County Hospital,Brooklyn,16893,42,131
2020-05-31,Maimonides Medical Center,Brooklyn,16140,62,173
2020-05-31,Mount Sinai Hospital,Manhattan,19175,33,84
2020-05-31,NYU Langone Health,Manhattan,12627,27,106
2020-05-31,NewYork-Presbyterian,Manhattan,15367,42,148
2020-05-31,Jamaica Hospital,Queens,16984,54,126
2020-05-31,Queens Hospital Center,Queens,13089,26,132
2020-05-31,Elmhurst Hospital,Queens,11844,48,174
2020-05-31,Richmond University Medical Center,Staten Island,14267,38,142
2020-05-31,Staten Island University Hospital,Staten Island,19470,15,79
2020-06-01,Bronx-Lebanon Hospital,Bronx,11227,53,168
2020-06-01,St. Barnabas Hospital,Bronx,11465,46,195
2020-06-01,Montefiore Medical Center,Bronx,13258,69,183
2020-06-01,Brooklyn Methodist Hospital,Brooklyn,19316,83,137
2020-06-01,Kings County Hospital,Brooklyn,12676,45,113
2020-06-01,Maimonides Medical Center,Brooklyn,13557,78,169
2020-06-01,Mount Sinai Hospital,Manhattan,15702,40,182
2020-06-01,NYU Langone Health,Manhattan,14092,31,128
2020-06-01,NewYork-Presbyterian,Manhattan,11642,36,172
2020-06-01,Jamaica Hospital,Queens,16622,73,220
2020-06-01,Queens Hospital Center,Queens,13207,68,157
2020-06-01,Elmhurst Hospital,Queens,15950,64,127
2020-06-01,Richmond University Medical Center,Staten Island,12430,23,153
2020-06-01,Staten Island University Hospital,Staten Island,14879,23,145
2020-06-02,Bronx-Lebanon Hospital,Bronx,14644,35,178
2020-06-02,St. Barnabas Hospital,Bronx,13891,37,98
2020-06-02,Montefiore Medical Center,Bronx,19251,59,120
2020-06-02,Brooklyn Methodist Hospital,Brooklyn,15849,73,209
2020-06-02,Kings County Hospital,Brooklyn,12692,43,171
2020-06-02,Maimonides Medical Center,Brooklyn,16300,54,198
2020-06-02,Mount Sinai Hospital,Manhattan,19686,20,153
2020-06-02,NYU Langone Health,Manhattan,14324,44,174
2020-06-02,NewYork-Presbyterian,Manhattan,18404,44,110
2020-06-02,Jamaica Hospital,Queens,16419,29,124
2020-06-02,Queens Hospital Center,Queens,11808,39,95
2020-06-02,Elmhurst Hospital,Queens,18986,32,122
2020-06-02,Richmond University Medical Center,Staten Island,19113,45,145
2020-06-02,Staten Island University Hospital,Staten Island,16245,43,152
2020-06-03,Bronx-Lebanon Hospital,Bronx,18864,69,218
2020-06-03,St. Barnabas Hospital,Bronx,17815,34,108
2020-06-03,Montefiore Medical Center,Bronx,19014,33,144
2020-06-03,Brooklyn Methodist Hospital,Brooklyn,14177,44,152
2020-06-03,Kings County Hospital,Brooklyn,13127,24,105
2020-06-03,Maimonides Medical Center,Brooklyn,11732,26,95
2020-06-03,Mount Sinai Hospital,Manhattan,15385,35,150
2020-06-03,NYU Langone Health,Manhattan,15921,39,92
2020-06-03,NewYork-Presbyterian,Manhattan,17027,31,117
2020-06-03,Jamaica Hospital,Queens,15038,55,191
2020-06-03,Queens Hospital Center,Queens,13049,73,161
2020-06-03,Elmhurst Hospital,Queens,15969,71,157
2020-06-03,Richmond University Medical Center,Staten Island,15415,23,116
2020-06-03,Staten Island University Hospital,Staten Island,11976,45,102
2020-06-04,Bronx-Lebanon Hospital,Bronx,18652,60,112
2020-06-04,St. Barnabas Hospital,Bronx,15338,67,201
2020-06-04,Montefiore Medical Center,Bronx,11680,49,114
2020-06-04,Brooklyn Methodist Hospital,Brooklyn,19345,57,176
2020-06-04,Kings County Hospital,Brooklyn,15415,58,178
2020-06-04,Maimonides Medical Center,Brooklyn,14572,42,104
2020-06-04,Mount Sinai Hospital,Manhattan,15600,38,182
2020-06-04,NYU Langone Health,Manhattan,14345,54,149
2020-06-04,NewYork-Presbyterian,Manhattan,15451,62,133
2020-06-04,Jamaica Hospital,Queens,11648,33,108
2020-06-04,Queens Hospital Center,Queens,16104,34,142
2020-06-04,Elmhurst Hospital,Queens,13280,53,179
2020-06-04,Richmond University Medical Center,Staten Island,11112,27,159
2020-06-04,Staten Island University Hospital,Staten Island,13135,36,138
2020-06-05,Bronx-Lebanon Hospital,Bronx,19838,43,120
2020-06-05,St. Barnabas Hospital,Bronx,18554,58,136
2020-06-05,Montefiore Medical Center,Bronx,15935,50,163
2020-06-05,Brooklyn Methodist Hospital,Brooklyn,11463,69,138
2020-06-05,Kings County Hospital,Brooklyn,19284,43,124
2020-06-05,Maimonides Medical Center,Brooklyn,15498,31,128
2020-06-05,Mount Sinai Hospital,Manhattan,11905,42,126
2020-06-05,NYU Langone Health,Manhattan,13786,52,194
2020-06-05,NewYork-Presbyterian,Manhattan,19108,34,159
2020-06-05,Jamaica Hospital,Queens,13880,57,155
2020-06-05,Queens Hospital Center,Queens,11044,42,111
2020-06-05,Elmhurst Hospital,Queens,13474,42,164
2020-06-05,Richmond University Medical Center,Staten Island,12049,22,97
2020-06-05,Staten Island University Hospital,Staten Island,14987,39,126
2020-06-06,Bronx-Lebanon Hospital,Bronx,12486,53,152
2020-06-06,St. Barnabas Hospital,Bronx,18794,43,163
2020-06-06,Montefiore Medical Center,Bronx,12425,28,82
2020-06-06,Brooklyn Methodist Hospital,Brooklyn,11389,20,145
2020-06-06,Kings County Hospital,Brooklyn,18161,49,133
2020-06-06,Maimonides Medical Center,Brooklyn,17639,56,174
2020-06-06,Mount Sinai Hospital,Manhattan,16425,34,96
2020-06-06,NYU Langone Health,Manhattan,15343,37,104
2020-06-06,NewYork-Presbyterian,Manhattan,14567,47,118
2020-06-06,Jamaica Hospital,Queens,13549,28,107
2020-06-06,Queens Hospital Center,Queens,14695,46,166
2020-06-06,Elmhurst Hospital,Queens,17185,32,133
2020-06-06,Richmond University Medical Center,Staten Island,12558,30,104
2020-06-06,Staten Island University Hospital,Staten Island,11672,22,105
2020-06-07,Bronx-Lebanon Hospital,Bronx,19968,43,157
2020-06-07,St. Barnabas Hospital,Bronx,11348,18,72
2020-06-07,Montefiore Medical Center,Bronx,14753,40,156
2020-06-07,Brooklyn Methodist Hospital,Brooklyn,12627,45,156
2020-06-07,Kings County Hospital,Brooklyn,19326,36,107
2020-06-07,Maimonides Medical Center,Brooklyn,12602,28,163
2020-06-07,Mount Sinai Hospital,Manhattan,19286,49,149
2020-06-07,NYU Langone Health,Manhattan,16836,36,97
2020-06-07,NewYork-Presbyterian,Manhattan,15518,24,95
2020-06-07,Jamaica Hospital,Queens,15786,43,113
2020-06-07,Queens Hospital Center,Queens,17236,39,152
2020-06-07,Elmhurst Hospital,Queens,17847,52,112
2020-06-07,Richmond University Medical Center,Staten Island,16756,44,171
2020-06-07,Staten Island University Hospital,Staten Island,14659,26,102
2020-06-08,Bronx-Lebanon Hospital,Bronx,13281,31,96
2020-06-08,St. Barnabas Hospital,Bronx,13302,39,115
2020-06-08,Montefiore Medical Center,Bronx,17215,41,189
2020-06-08,Brooklyn Methodist Hospital,Brooklyn,11792,68,217
2020-06-08,Kings County Hospital,Brooklyn,13059,41,164
2020-06-08,Maimonides Medical Center,Brooklyn,12246,63,190
2020-06-08,Mount Sinai Hospital,Manhattan,17748,60,161
2020-06-08,NYU Langone Health,Manhattan,16724,27,124
2020-06-08,NewYork-Presbyterian,Manhattan,18837,55,165
2020-06-08,Jamaica Hospital,Queens,12893,67,216
2020-06-08,Queens Hospital Center,Queens,19063,41,172
2020-06-08,Elmhurst Hospital,Queens,15889,43,176
2020-06-08,Richmond University Medical Center,Staten Island,12084,45,136
2020-06-08,Staten Island University Hospital,Staten Island,14290,25,127
2020-06-09,Bronx-Lebanon Hospital,Bronx,12466,29,146
2020-06-09,St. Barnabas Hospital,Bronx,14804,39,112
2020-06-09,Montefiore Medical Center,Bronx,11637,39,123
2020-06-09,Brooklyn Methodist Hospital,Brooklyn,15723,30,133
2020-06-09,Kings County Hospital,Brooklyn,14105,41,147
2020-06-09,Maimonides Medical Center,Brooklyn,16415,41,162
2020-06-09,Mount Sinai Hospital,Manhattan,12408,57,158
2020-06-09,NYU Langone Health,Manhattan,19831,33,149
2020-06-09,NewYork-Presbyterian,Manhattan,12667,33,168
2020-06-09,Jamaica Hospital,Queens,11123,38,103
2020-06-09,Queens Hospital Center,Queens,14831,47,174
2020-06-09,Elmhurst Hospital,Queens,18384,64,172
2020-06-09,Richmond University Medical Center,Staten Island,14694,45,172
2020-06-09,Staten Island University Hospital,Staten Island,17215,39,144
2020-06-10,Bronx-Lebanon Hospital,Bronx,17462,22,157
2020-06-10,St. Barnabas Hospital,Bronx,13978,23,167
2020-06-10,Montefiore Medical Center,Bronx,15702,53,137
2020-06-10,Brooklyn Methodist Hospital,Brooklyn,12116,46,128
2020-06-10,Kings County Hospital,Brooklyn,14301,26,124
2020-06-10,Maimonides Medical Center,Brooklyn,16722,47,188
2020-06-10,Mount Sinai Hospital,Manhattan,13087,25,114
2020-06-10,NYU Langone Health,Manhattan,15662,38,149
2020-06-10,NewYork-Presbyterian,Manhattan,17780,46,168
2020-06-10,Jamaica Hospital,Queens,15310,58,191
2020-06-10,Queens Hospital Center,Queens,11689,50,172
2020-06-10,Elmhurst Hospital,Queens,14840,24,121
2020-06-10,Richmond University Medical Center,Staten Island,15300,28,107
2020-06-10,Staten Island University Hospital,Staten Island,18179,29,93
2020-06-11,Bronx-Lebanon Hospital,Bronx,15464,21,129
2020-06-11,St. Barnabas Hospital,Bronx,14103,35,125
2020-06-11,Montefiore Medical Center,Bronx,18981,38,164
2020-06-11,Brooklyn Methodist Hospital,Brooklyn,19543,62,191
2020-06-11,Kings County Hospital,Brooklyn,16784,65,188
2020-06-11,Maimonides Medical Center,Brooklyn,18694,43,167
2020-06-11,Mount Sinai Hospital,Manhattan,17447,52,180
2020-06-11,NYU Langone Health,Manhattan,17242,34,99
2020-06-11,NewYork-Presbyterian,Manhattan,18709,26,114
2020-06-11,Jamaica Hospital,Queens,12523,59,127
2020-06-11,Queens Hospital Center,Queens,14491,34,120
2020-06-11,Elmhurst Hospital,Queens,17156,40,180
2020-06-11,Richmond University Medical Center,Staten Island,19111,24,104
2020-06-11,Staten Island University Hospital,Staten Island,14029,18,167
2020-06-12,Bronx-Lebanon Hospital,Bronx,12800,29,97
2020-06-12,St. Barnabas Hospital,Bronx,16588,60,163
2020-06-12,Montefiore Medical Center,Bronx,11331,36,164
2020-06-12,Brooklyn Methodist Hospital,Brooklyn,14608,56,143
2020-06-12,Kings County Hospital,Brooklyn,11185,32,110
2020-06-12,Maimonides Medical Center,Brooklyn,13095,66,125
2020-06-12,Mount Sinai Hospital,Manhattan,11444,37,114
2020-06-12,NYU Langone Health,Manhattan,12289,50,146
2020-06-12,NewYork-Presbyterian,Manhattan,12786,24,118
2020-06-12,Jamaica Hospital,Queens,19554,41,173
2020-06-12,Queens Hospital Center,Queens,19128,33,91
2020-06-12,Elmhurst Hospital,Queens,18747,54,195
2020-06-12,Richmond University Medical Center,Staten Island,17708,44,108
2020-06-12,Staten Island University Hospital,Staten Island,11853,28,173
2020-06-13,Bronx-Lebanon Hospital,Bronx,16169,41,183
2020-06-13,St. Barnabas Hospital,Bronx,18787,41,132
2020-06-13,Montefiore Medical Center,Bronx,11694,41,91
2020-06-13,Brooklyn Methodist Hospital,Brooklyn,18305,47,168
2020-06-13,Kings County Hospital,Brooklyn,18773,51,198
2020-06-13,Maimonides Medical Center,Brooklyn,12041,25,147
2020-06-13,Mount Sinai Hospital,Manhattan,11340,37,95
2020-06-13,NYU Langone Health,Manhattan,15431,45,125
2020-06-13,NewYork-Presbyterian,Manhattan,15714,49,149
2020-06-13,Jamaica Hospital,Queens,19257,58,183
2020-06-13,Queens Hospital Center,Queens,15405,41,153
2020-06-13,Elmhurst Hospital,Queens,14976,53,107
2020-06-13,Richmond University Medical Center,Staten Island,17348,35,101
2020-06-13,Staten Island University Hospital,Staten Island,19063,35,110
2020-06-14,Bronx-Lebanon Hospital,Bronx,15315,19,91
2020-06-14,St. Barnabas Hospital,Bronx,13296,31,106
2020-06-14,Montefiore Medical Center,Bronx,15732,38,185
2020-06-14,Brooklyn Methodist Hospital,Brooklyn,19023,48,99
2020-06-14,Kings County Hospital,Brooklyn,17002,55,131
2020-06-14,Maimonides Medical Center,Brooklyn,14664,46,122
2020-06-14,Mount Sinai Hospital,Manhattan,19392,47,153
2020-06-14,NYU Langone Health,Manhattan,11429,18,90
2020-06-14,NewYork-Presbyterian,Manhattan,13339,45,157
2020-06-14,Jamaica Hospital,Queens,18339,45,150
2020-06-14,Queens Hospital Center,Queens,11223,58,187
2020-06-14,Elmhurst Hospital,Queens,14296,36,153
2020-06-14,Richmond University Medical Center,Staten Island,13823,25,78
2020-06-14,Staten Island University Hospital,Staten Island,12015,44,105
2020-06-15,Bronx-Lebanon Hospital,Bronx,18296,54,123
2020-06-15,St. Barnabas Hospital,Bronx,12397,43,131
2020-06-15,Montefiore Medical Center,Bronx,11593,57,120
2020-06-15,Brooklyn Methodist Hospital,Brooklyn,15348,31,89
2020-06-15,Kings County Hospital,Brooklyn,12177,65,154
2020-06-15,Maimonides Medical Center,Brooklyn,13494,62,149
2020-06-15,Mount Sinai Hospital,Manhattan,17622,28,93
2020-06-15,NYU Langone Health,Manhattan,13073,52,125
2020-06-15,NewYork-Presbyterian,Manhattan,17978,34,137
2020-06-15,Jamaica Hospital,Queens,19459,58,116
